117,7,77,77,77
118,9,99,99,99
119,8,88,88,88
120,7,77,77,77
121,9,99,99,99
122,8,88,88,88
123,7,77,77,77
124,9,99,99,99
125,8,88,88,88
126,7,77,77,77
127,9,99,99,99
128,8,88,88,88
129,7,77,77,77
130,9,99,99,99
131,8,88,88,88
132,7,77,77,77
133,9,99,99,99
134,8,88,88,88
135,7,77,77,77
136,9,99,99,99
137,8,88,88,88
138,7,77,77,77
139,9,99,99,99
140,8,88,88,88
141,7,77,77,77
142,9,99,99,99
143,8,88,88,88
144,7,77,77,77
145,9,99,99,99
146,8,88,88,88
147,7,77,77,77
148,9,99,99,99
149,8,88,88,88
150,7,77,77,77
151,9,99,99,99
152,8,88,88,88
153,7,77,77,77
154,9,99,99,99
155,8,88,88,88
156,7,77,77,77
157,9,99,99,99
158,8,88,88,88
159,7,77,77,77
160,9,99,99,99
161,8,88,88,88
162,7,77,77,77
163,9,99,99,99
164,8,88,88,88
165,7,77,77,77
166,9,99,99,99
167,8,88,88,88
168,7,77,77,77
169,9,99,99,99
170,8,88,88,88
171,7,77,77,77
172,9,99,99,99
173,8,88,88,88
174,7,77,77,77
175,9,99,99,99
176,8,88,88,88
177,7,77,77,77
178,9,99,99,99
179,8,88,88,88
180,7,77,77,77
181,9,99,99,99
182,8,88,88,88
183,7,77,77,77
184,9,99,99,99
185,8,88,88,88
186,7,77,77,77
187,9,99,99,99
188,8,88,88,88
189,7,77,77,77
190,9,99,99,99
191,8,88,88,88
192,7,77,77,77
193,9,99,99,99
194,8,88,88,88
195,7,77,77,77
196,9,99,99,99
197,8,88,88,88
198,7,77,77,77
199,9,99,99,99
200,8,88,88,88
201,7,77,77,77
202,9,99,99,99
203,8,88,88,88
204,7,77,77,77
205,9,99,99,99
206,8,88,88,88
207,7,77,77,77
208,9,99,99,99
209,8,88,88,88
210,7,77,77,77
211,9,99,99,99
212,8,88,88,88
213,7,77,77,77
214,9,99,99,99
215,8,88,88,88
216,7,77,77,77
217,9,99,99,99
218,8,88,88,88
219,7,77,77,77
220,9,99,99,99
221,8,88,88,88
222,7,77,77,77
223,9,99,99,99
224,8,88,88,88
225,7,77,77,77
226,9,99,99,99
227,8,88,88,88
228,7,77,77,77
229,9,99,99,99
230,8,88,88,88
231,7,77,77,77
232,9,99,99,99
233,8,88,88,88
234,7,77,77,77
235,9,99,99,99
236,8,88,88,88
237,7,77,77,77
238,9,99,99,99
239,8,88,88,88
240,7,77,77,77
241,9,99,99,99
242,8,88,88,88
243,7,77,77,77
244,9,99,99,99
245,8,88,88,88
246,7,77,77,77
247,9,99,99,99
248,8,88,88,88
249,7,77,77,77
250,9,99,99,99
251,8,88,88,88
252,7,77,77,77
253,9,99,99,99
254,8,88,88,88
255,7,77,77,77
256,9,99,99,99
257,8,88,88,88
258,7,77,77,77
259,9,99,99,99
260,8,88,88,88
261,7,77,77,77
262,9,99,99,99
263,8,88,88,88
264,7,77,77,77
265,9,99,99,99
266,8,88,88,88
267,7,77,77,77
268,9,99,99,99
269,8,88,88,88
270,7,77,77,77
271,9,99,99,99
272,8,88,88,88
273,7,77,77,77
274,9,99,99,99
275,8,88,88,88
276,7,77,77,77
277,9,99,99,99
278,8,88,88,88
279,7,77,77,77
280,9,99,99,99
281,8,88,88,88
282,7,77,77,77
283,9,99,99,99
284,8,88,88,88
285,7,77,77,77
286,9,99,99,99
287,8,88,88,88
288,7,77,77,77
289,9,99,99,99
290,8,88,88,88
291,7,77,77,77
292,9,99,99,99
293,8,88,88,88
294,7,77,77,77
295,9,99,99,99
296,8,88,88,88
297,7,77,77,77
298,9,99,99,99
299,8,88,88,88
300,7,77,77,77
301,9,99,99,99
302,8,88,88,88
303,7,77,77,77
304,9,99,99,99
305,8,88,88,88
306,7,77,77,77
307,9,99,99,99
308,8,88,88,88
309,7,77,77,77
310,9,99,99,99
311,8,88,88,88
312,7,77,77,77
313,9,99,99,99
314,8,88,88,88
315,7,77,77,77
316,9,99,99,99
317,8,88,88,88
318,7,77,77,77
319,9,99,99,99
320,8,88,88,88
321,7,77,77,77
322,9,99,99,99
323,8,88,88,88
324,7,77,77,77
325,9,99,99,99
326,8,88,88,88
327,7,77,77,77
328,9,99,99,99
329,8,88,88,88
330,7,77,77,77
331,9,99,99,99
332,8,88,88,88
333,7,77,77,77
334,9,99,99,99
335,8,88,88,88
336,7,77,77,77
337,9,99,99,99
338,8,88,88,88
339,7,77,77,77
340,9,99,99,99
341,8,88,88,88
342,7,77,77,77
343,9,99,99,99
344,8,88,88,88
345,7,77,77,77
346,9,99,99,99
347,8,88,88,88
348,7,77,77,77
349,9,99,99,99
350,8,88,88,88
351,7,77,77,77
352,9,99,99,99
353,8,88,88,88
354,7,77,77,77
355,9,99,99,99
356,8,88,88,88
357,7,77,77,77
358,9,99,99,99
359,8,88,88,88
360,7,77,77,77
361,9,99,99,99
362,8,88,88,88
363,7,77,77,77
364,9,99,99,99
365,8,88,88,88
366,7,77,77,77
367,9,99,99,99
368,8,88,88,88
369,7,77,77,77
370,9,99,99,99
371,8,88,88,88
372,7,77,77,77
373,9,99,99,99
374,8,88,88,88
375,7,77,77,77
376,9,99,99,99
377,8,88,88,88
378,7,77,77,77
379,9,99,99,99
380,8,88,88,88
381,7,77,77,77
382,9,99,99,99
383,8,88,88,88
384,7,77,77,77
385,9,99,99,99
386,8,88,88,88
387,7,77,77,77
388,9,99,99,99
389,8,88,88,88
390,7,77,77,77
391,9,99,99,99
392,8,88,88,88
393,7,77,77,77
394,9,99,99,99
395,8,88,88,88
396,7,77,77,77
397,9,99,99,99
398,8,88,88,88
399,7,77,77,77
400,9,99,99,99
401,8,88,88,88
402,7,77,77,77
403,9,99,99,99
404,8,88,88,88
405,7,77,77,77
406,9,99,99,99
407,8,88,88,88
408,7,77,77,77
409,9,99,99,99
410,8,88,88,88
411,7,77,77,77
412,9,99,99,99
413,8,88,88,88
414,7,77,77,77
415,9,99,99,99
416,8,88,88,88
417,7,77,77,77
418,9,99,99,99
419,8,88,88,88
420,7,77,77,77
421,9,99,99,99
422,8,88,88,88
423,7,77,77,77
424,9,99,99,99
425,8,88,88,88
426,7,77,77,77
427,9,99,99,99
428,8,88,88,88
429,7,77,77,77
430,9,99,99,99
431,8,88,88,88
432,7,77,77,77
433,9,99,99,99
434,8,88,88,88
435,7,77,77,77
436,9,99,99,99
437,8,88,88,88
438,7,77,77,77
439,9,99,99,99
440,8,88,88,88
441,7,77,77,77
442,9,99,99,99
443,8,88,88,88
444,7,77,77,77
445,9,99,99,99
446,8,88,88,88
447,7,77,77,77
448,9,99,99,99
449,8,88,88,88
450,7,77,77,77
451,9,99,99,99
452,8,88,88,88
453,7,77,77,77
454,9,99,99,99
455,8,88,88,88
456,7,77,77,77
457,9,99,99,99
458,8,88,88,88
459,7,77,77,77
460,9,99,99,99
461,8,88,88,88
462,7,77,77,77
463,9,99,99,99
464,8,88,88,88
465,7,77,77,77
466,9,99,99,99
467,8,88,88,88
468,7,77,77,77
469,9,99,99,99
470,8,88,88,88
471,7,77,77,77
472,9,99,99,99
473,8,88,88,88
474,7,77,77,77
475,9,99,99,99
476,8,88,88,88
477,7,77,77,77
478,9,99,99,99
479,8,88,88,88
480,7,77,77,77
481,9,99,99,99
482,8,88,88,88
483,7,77,77,77
484,9,99,99,99
485,8,88,88,88
486,7,77,77,77
487,9,99,99,99
488,8,88,88,88
489,7,77,77,77
490,9,99,99,99
491,8,88,88,88
492,7,77,77,77
493,9,99,99,99
494,8,88,88,88
495,7,77,77,77
496,9,99,99,99
497,8,88,88,88
498,7,77,77,77
499,9,99,99,99
500,8,88,88,88
501,7,77,77,77
502,9,99,99,99
503,8,88,88,88
504,7,77,77,77
505,9,99,99,99
506,8,88,88,88
507,7,77,77,77
508,9,99,99,99
509,8,88,88,88
510,7,77,77,77
511,9,99,99,99
512,8,88,88,88
513,7,77,77,77
514,9,99,99,99
515,8,88,88,88
516,7,77,77,77
517,9,99,99,99
518,8,88,88,88
519,7,77,77,77
520,9,99,99,99
521,8,88,88,88
522,7,77,77,77
523,9,99,99,99
524,8,88,88,88
525,7,77,77,77
526,9,99,99,99
527,8,88,88,88
528,7,77,77,77
529,9,99,99,99
530,8,88,88,88
531,7,77,77,77
532,9,99,99,99
533,8,88,88,88
534,7,77,77,77
535,9,99,99,99
536,8,88,88,88
537,7,77,77,77
538,9,99,99,99
539,8,88,88,88
540,7,77,77,77
541,9,99,99,99
542,8,88,88,88
543,7,77,77,77
544,9,99,99,99
545,8,88,88,88
546,7,77,77,77
547,9,99,99,99
548,8,88,88,88
549,7,77,77,77
550,9,99,99,99
551,8,88,88,88
552,7,77,77,77
553,9,99,99,99
554,8,88,88,88
555,7,77,77,77
556,9,99,99,99
557,8,88,88,88
558,7,77,77,77
559,9,99,99,99
560,8,88,88,88
561,7,77,77,77
562,9,99,99,99
563,8,88,88,88
564,7,77,77,77
565,9,99,99,99
566,8,88,88,88
567,7,77,77,77
568,9,99,99,99
569,8,88,88,88
570,7,77,77,77
571,9,99,99,99
572,8,88,88,88
573,7,77,77,77
574,9,99,99,99
575,8,88,88,88
576,7,77,77,77
577,9,99,99,99
578,8,88,88,88
579,7,77,77,77
580,9,99,99,99
581,8,88,88,88
582,7,77,77,77
583,9,99,99,99
584,8,88,88,88
585,7,77,77,77
586,9,99,99,99
587,8,88,88,88
588,7,77,77,77
589,9,99,99,99
590,8,88,88,88
591,7,77,77,77
592,9,99,99,99
593,8,88,88,88
594,7,77,77,77
595,9,99,99,99
596,8,88,88,88
597,7,77,77,77
598,9,99,99,99
599,8,88,88,88
600,7,77,77,77
601,9,99,99,99
602,8,88,88,88
603,7,77,77,77
604,9,99,99,99
605,8,88,88,88
606,7,77,77,77
607,9,99,99,99
608,8,88,88,88
609,7,77,77,77
610,9,99,99,99
611,8,88,88,88
612,7,77,77,77
613,9,99,99,99
614,8,88,88,88
615,7,77,77,77
616,9,99,99,99
617,8,88,88,88
618,7,77,77,77
619,9,99,99,99
620,8,88,88,88
621,7,77,77,77
622,9,99,99,99
623,8,88,88,88
624,7,77,77,77
625,9,99,99,99
626,8,88,88,88
627,7,77,77,77
628,9,99,99,99
629,8,88,88,88
630,7,77,77,77
631,9,99,99,99
632,8,88,88,88
633,7,77,77,77
634,9,99,99,99
635,8,88,88,88
636,7,77,77,77
637,9,99,99,99
638,8,88,88,88
639,7,77,77,77
640,9,99,99,99
641,8,88,88,88
642,7,77,77,77
643,9,99,99,99
644,8,88,88,88
645,7,77,77,77
646,9,99,99,99
647,8,88,88,88
648,7,77,77,77
649,9,99,99,99
650,8,88,88,88
651,7,77,77,77
652,9,99,99,99
653,8,88,88,88
654,7,77,77,77
655,9,99,99,99
656,8,88,88,88
657,7,77,77,77
658,9,99,99,99
659,8,88,88,88
660,7,77,77,77
661,9,99,99,99
662,8,88,88,88
663,7,77,77,77
664,9,99,99,99
665,8,88,88,88
666,7,77,77,77
667,9,99,99,99
668,8,88,88,88
669,7,77,77,77
670,9,99,99,99
671,8,88,88,88
672,7,77,77,77
673,9,99,99,99
674,8,88,88,88
675,7,77,77,77
676,9,99,99,99
677,8,88,88,88
678,7,77,77,77
679,9,99,99,99
680,8,88,88,88
681,7,77,77,77
682,9,99,99,99
683,8,88,88,88
684,7,77,77,77
685,9,99,99,99
686,8,88,88,88
687,7,77,77,77
688,9,99,99,99
689,8,88,88,88
690,7,77,77,77
691,9,99,99,99
692,8,88,88,88
693,7,77,77,77
694,9,99,99,99
695,8,88,88,88
696,7,77,77,77
697,9,99,99,99
698,8,88,88,88
699,7,77,77,77
700,9,99,99,99
701,8,88,88,88
702,7,77,77,77
703,9,99,99,99
704,8,88,88,88
705,7,77,77,77
706,9,99,99,99
707,8,88,88,88
708,7,77,77,77
709,9,99,99,99
710,8,88,88,88
711,7,77,77,77
712,9,99,99,99
713,8,88,88,88
714,7,77,77,77
715,9,99,99,99
716,8,88,88,88
717,7,77,77,77
718,9,99,99,99
719,8,88,88,88
720,7,77,77,77
721,9,99,99,99
722,8,88,88,88
723,7,77,77,77
724,9,99,99,99
725,8,88,88,88
726,7,77,77,77
727,9,99,99,99
728,8,88,88,88
729,7,77,77,77
730,9,99,99,99
731,8,88,88,88
732,7,77,77,77
733,9,99,99,99
734,8,88,88,88
735,7,77,77,77
736,9,99,99,99
737,8,88,88,88
738,7,77,77,77
739,9,99,99,99
740,8,88,88,88
741,7,77,77,77
742,9,99,99,99
743,8,88,88,88
744,7,77,77,77
745,9,99,99,99
746,8,88,88,88
747,7,77,77,77
748,9,99,99,99
749,8,88,88,88
750,7,77,77,77
751,9,99,99,99
752,8,88,88,88
753,7,77,77,77
754,9,99,99,99
755,8,88,88,88
756,7,77,77,77
757,9,99,99,99
758,8,88,88,88
759,7,77,77,77
760,9,99,99,99
761,8,88,88,88
762,7,77,77,77
763,9,99,99,99
764,8,88,88,88
765,7,77,77,77
766,9,99,99,99
767,8,88,88,88
768,7,77,77,77
769,9,99,99,99
770,8,88,88,88
771,7,77,77,77
772,9,99,99,99
773,8,88,88,88
774,7,77,77,77
775,9,99,99,99
776,8,88,88,88
777,7,77,77,77
778,9,99,99,99
779,8,88,88,88
780,7,77,77,77
781,9,99,99,99
782,8,88,88,88
783,7,77,77,77
784,9,99,99,99
785,8,88,88,88
786,7,77,77,77
787,9,99,99,99
788,8,88,88,88
789,7,77,77,77
790,9,99,99,99
791,8,88,88,88
792,7,77,77,77
793,9,99,99,99
794,8,88,88,88
795,7,77,77,77
796,9,99,99,99
797,8,88,88,88
798,7,77,77,77
799,9,99,99,99
800,8,88,88,88
801,7,77,77,77
802,9,99,99,99
803,8,88,88,88
804,7,77,77,77
805,9,99,99,99
806,8,88,88,88
807,7,77,77,77
808,9,99,99,99
809,8,88,88,88
810,7,77,77,77
811,9,99,99,99
812,8,88,88,88
813,7,77,77,77
814,9,99,99,99
815,8,88,88,88
816,7,77,77,77
817,9,99,99,99
818,8,88,88,88
819,7,77,77,77
820,9,99,99,99
821,8,88,88,88
822,7,77,77,77
823,9,99,99,99
824,8,88,88,88
825,7,77,77,77
826,9,99,99,99
827,8,88,88,88
828,7,77,77,77
829,9,99,99,99
830,8,88,88,88
831,7,77,77,77
832,9,99,99,99
833,8,88,88,88
834,7,77,77,77
835,9,99,99,99
836,8,88,88,88
837,7,77,77,77
838,9,99,99,99
839,8,88,88,88
840,7,77,77,77
841,9,99,99,99
842,8,88,88,88
843,7,77,77,77
844,9,99,99,99
845,8,88,88,88
846,7,77,77,77
847,9,99,99,99
848,8,88,88,88
849,7,77,77,77
850,9,99,99,99
851,8,88,88,88
852,7,77,77,77
853,9,99,99,99
854,8,88,88,88
855,7,77,77,77
856,9,99,99,99
857,8,88,88,88
858,7,77,77,77
859,9,99,99,99
860,8,88,88,88
861,7,77,77,77
862,9,99,99,99
863,8,88,88,88
864,7,77,77,77
865,9,99,99,99
866,8,88,88,88
867,7,77,77,77
868,9,99,99,99
869,8,88,88,88
870,7,77,77,77
871,9,99,99,99
872,8,88,88,88
873,7,77,77,77
874,9,99,99,99
875,8,88,88,88
876,7,77,77,77
877,9,99,99,99
878,8,88,88,88
879,7,77,77,77
880,9,99,99,99
881,8,88,88,88
882,7,77,77,77
883,9,99,99,99
884,8,88,88,88
885,7,77,77,77
886,9,99,99,99
887,8,88,88,88
888,7,77,77,77
889,9,99,99,99
890,8,88,88,88
891,7,77,77,77
892,9,99,99,99
893,8,88,88,88
894,7,77,77,77
895,9,99,99,99
896,8,88,88,88
897,7,77,77,77
898,9,99,99,99
899,8,88,88,88
900,7,77,77,77
901,9,99,99,99
902,8,88,88,88
903,7,77,77,77
904,9,99,99,99
905,8,88,88,88
906,7,77,77,77
907,9,99,99,99
908,8,88,88,88
909,7,77,77,77
910,9,99,99,99
911,8,88,88,88
912,7,77,77,77
913,9,99,99,99
914,8,88,88,88
915,7,77,77,77
916,9,99,99,99
917,8,88,88,88
918,7,77,77,77
919,9,99,99,99
920,8,88,88,88
921,7,77,77,77
922,9,99,99,99
923,8,88,88,88
924,7,77,77,77
925,9,99,99,99
926,8,88,88,88
927,7,77,77,77
928,9,99,99,99
929,8,88,88,88
930,7,77,77,77
931,9,99,99,99
932,8,88,88,88
933,7,77,77,77
934,9,99,99,99
935,8,88,88,88
936,7,77,77,77
937,9,99,99,99
938,8,88,88,88
939,7,77,77,77
940,9,99,99,99
941,8,88,88,88
942,7,77,77,77
943,9,99,99,99
944,8,88,88,88
945,7,77,77,77
946,9,99,99,99
947,8,88,88,88
948,7,77,77,77
949,9,99,99,99
950,8,88,88,88
951,7,77,77,77
952,9,99,99,99
953,8,88,88,88
954,7,77,77,77
955,9,99,99,99
956,8,88,88,88
957,7,77,77,77
958,9,99,99,99
959,8,88,88,88
960,7,77,77,77
961,9,99,99,99
962,8,88,88,88
963,7,77,77,77
964,9,99,99,99
965,8,88,88,88
966,7,77,77,77
967,9,99,99,99
968,8,88,88,88
969,7,77,77,77
970,9,99,99,99
971,8,88,88,88
972,7,77,77,77
973,9,99,99,99
974,8,88,88,88
975,7,77,77,77
976,9,99,99,99
977,8,88,88,88
978,7,77,77,77
979,9,99,99,99
980,8,88,88,88
981,7,77,77,77
982,9,99,99,99
983,8,88,88,88
984,7,77,77,77
985,9,99,99,99
986,8,88,88,88
987,7,77,77,77
988,9,99,99,99
989,8,88,88,88
990,7,77,77,77
991,9,99,99,99
992,8,88,88,88
993,7,77,77,77
994,9,99,99,99
995,8,88,88,88
996,7,77,77,77
997,9,99,99,99
998,8,88,88,88
999,7,77,77,77
1000,9,99,99,99
1001,8,88,88,88
1002,7,77,77,77
1003,9,99,99,99
1004,8,88,88,88
1005,7,77,77,77
1006,9,99,99,99
1007,8,88,88,88
1008,7,77,77,77
1009,9,99,99,99
1010,8,88,88,88
1011,7,77,77,77
1012,9,99,99,99
1013,8,88,88,88
1014,7,77,77,77
1015,9,99,99,99
1016,8,88,88,88
1017,7,77,77,77
1018,9,99,99,99
1019,8,88,88,88
1020,7,77,77,77
1021,9,99,99,99
1022,8,88,88,88
1023,7,77,77,77
1024,9,99,99,99
1025,8,88,88,88
1026,7,77,77,77
1027,9,99,99,99
1028,8,88,88,88
1029,7,77,77,77
1030,9,99,99,99
1031,8,88,88,88
1032,7,77,77,77
1033,9,99,99,99
1034,8,88,88,88
1035,7,77,77,77
1036,9,99,99,99
1037,8,88,88,88
1038,7,77,77,77
1039,9,99,99,99
1040,8,88,88,88
1041,7,77,77,77
1042,9,99,99,99
1043,8,88,88,88
1044,7,77,77,77
1045,9,99,99,99
1046,8,88,88,88
1047,7,77,77,77
1048,9,99,99,99
1049,8,88,88,88
1050,7,77,77,77
1051,9,99,99,99
1052,8,88,88,88
1053,7,77,77,77
1054,9,99,99,99
1055,8,88,88,88
1056,7,77,77,77
1057,9,99,99,99
1058,8,88,88,88
1059,7,77,77,77
1060,9,99,99,99
1061,8,88,88,88
1062,7,77,77,77
1063,9,99,99,99
1064,8,88,88,88
1065,7,77,77,77
1066,9,99,99,99
1067,8,88,88,88
1068,7,77,77,77
1069,9,99,99,99
1070,8,88,88,88
1071,7,77,77,77
1072,9,99,99,99
1073,8,88,88,88
1074,7,77,77,77
1075,9,99,99,99
1076,8,88,88,88
1077,7,77,77,77
1078,9,99,99,99
1079,8,88,88,88
1080,7,77,77,77
1081,9,99,99,99
1082,8,88,88,88
1083,7,77,77,77
1084,9,99,99,99
1085,8,88,88,88
1086,7,77,77,77
1087,9,99,99,99
1088,8,88,88,88
1089,7,77,77,77
1090,9,99,99,99
1091,8,88,88,88
1092,7,77,77,77
1093,9,99,99,99
1094,8,88,88,88
1095,7,77,77,77
1096,9,99,99,99
1097,8,88,88,88
1098,7,77,77,77
1099,9,99,99,99
1100,8,88,88,88
1101,7,77,77,77
1102,9,99,99,99
1103,8,88,88,88
1104,7,77,77,77
1105,9,99,99,99
1106,8,88,88,88
1107,7,77,77,77
1108,9,99,99,99
1109,8,88,88,88
1110,7,77,77,77
1111,9,99,99,99
1112,8,88,88,88
1113,7,77,77,77
1114,9,99,99,99
1115,8,88,88,88
1116,7,77,77,77
1117,9,99,99,99
1118,8,88,88,88
1119,7,77,77,77
1120,9,99,99,99
1121,8,88,88,88
1122,7,77,77,77
1123,9,99,99,99
1124,8,88,88,88
1125,7,77,77,77
1126,9,99,99,99
1127,8,88,88,88
1128,7,77,77,77
1129,9,99,99,99
1130,8,88,88,88
1131,7,77,77,77
1132,9,99,99,99
1133,8,88,88,88
1134,7,77,77,77
1135,9,99,99,99
1136,8,88,88,88
1137,7,77,77,77
1138,9,99,99,99
1139,8,88,88,88
1140,7,77,77,77
1141,9,99,99,99
1142,8,88,88,88
1143,7,77,77,77
1144,9,99,99,99
1145,8,88,88,88
1146,7,77,77,77
1147,9,99,99,99
1148,8,88,88,88
1149,7,77,77,77
1150,9,99,99,99
1151,8,88,88,88
1152,7,77,77,77
1153,9,99,99,99
1154,8,88,88,88
1155,7,77,77,77
1156,9,99,99,99
1157,8,88,88,88
1158,7,77,77,77
1159,9,99,99,99
1160,8,88,88,88
1161,7,77,77,77
1162,9,99,99,99
1163,8,88,88,88
1164,7,77,77,77
1165,9,99,99,99
1166,8,88,88,88
1167,7,77,77,77
1168,9,99,99,99
1169,8,88,88,88
1170,7,77,77,77
1171,9,99,99,99
1172,8,88,88,88
1173,7,77,77,77
1174,9,99,99,99
1175,8,88,88,88
1176,7,77,77,77
1177,9,99,99,99
1178,8,88,88,88
1179,7,77,77,77
1180,9,99,99,99
1181,8,88,88,88
1182,7,77,77,77
1183,9,99,99,99
1184,8,88,88,88
1185,7,77,77,77
1186,9,99,99,99
1187,8,88,88,88
1188,7,77,77,77
1189,9,99,99,99
1190,8,88,88,88
1191,7,77,77,77
1192,9,99,99,99
1193,8,88,88,88
1194,7,77,77,77
1195,9,99,99,99
1196,8,88,88,88
1197,7,77,77,77
1198,9,99,99,99
1199,8,88,88,88
1200,7,77,77,77
1201,9,99,99,99
1202,8,88,88,88
1203,7,77,77,77
1204,9,99,99,99
1205,8,88,88,88
1206,7,77,77,77
1207,9,99,99,99
1208,8,88,88,88
1209,7,77,77,77
1210,9,99,99,99
1211,8,88,88,88
1212,7,77,77,77
1213,9,99,99,99
1214,8,88,88,88
1215,7,77,77,77
1216,9,99,99,99
1217,8,88,88,88
1218,7,77,77,77
1219,9,99,99,99
1220,8,88,88,88
1221,7,77,77,77
1222,9,99,99,99
1223,8,88,88,88
1224,7,77,77,77
1225,9,99,99,99
1226,8,88,88,88
1227,7,77,77,77
1228,9,99,99,99
1229,8,88,88,88
1230,7,77,77,77
1231,9,99,99,99
1232,8,88,88,88
1233,7,77,77,77
1234,9,99,99,99
1235,8,88,88,88
1236,7,77,77,77
1237,9,99,99,99
1238,8,88,88,88
1239,7,77,77,77
1240,9,99,99,99
1241,8,88,88,88
1242,7,77,77,77
1243,9,99,99,99
1244,8,88,88,88
1245,7,77,77,77
1246,9,99,99,99
1247,8,88,88,88
1248,7,77,77,77
1249,9,99,99,99
1250,8,88,88,88
1251,7,77,77,77
1252,9,99,99,99
1253,8,88,88,88
1254,7,77,77,77
1255,9,99,99,99
1256,8,88,88,88
1257,7,77,77,77
1258,9,99,99,99
1259,8,88,88,88
1260,7,77,77,77
1261,9,99,99,99
1262,8,88,88,88
1263,7,77,77,77
1264,9,99,99,99
1265,8,88,88,88
1266,7,77,77,77
1267,9,99,99,99
1268,8,88,88,88
1269,7,77,77,77
1270,9,99,99,99
1271,8,88,88,88
1272,7,77,77,77
1273,9,99,99,99
1274,8,88,88,88
1275,7,77,77,77
1276,9,99,99,99
1277,8,88,88,88
1278,7,77,77,77
1279,9,99,99,99
1280,8,88,88,88
1281,7,77,77,77
1282,9,99,99,99
1283,8,88,88,88
1284,7,77,77,77
1285,9,99,99,99
1286,8,88,88,88
1287,7,77,77,77
1288,9,99,99,99
1289,8,88,88,88
1290,7,77,77,77
1291,9,99,99,99
1292,8,88,88,88
1293,7,77,77,77
1294,9,99,99,99
1295,8,88,88,88
1296,7,77,77,77
1297,9,99,99,99
1298,8,88,88,88
1299,7,77,77,77
1300,9,99,99,99
1301,8,88,88,88
1302,7,77,77,77
1303,9,99,99,99
1304,8,88,88,88
1305,7,77,77,77
1306,9,99,99,99
1307,8,88,88,88
1308,7,77,77,77
1309,9,99,99,99
1310,8,88,88,88
1311,7,77,77,77
1312,9,99,99,99
1313,8,88,88,88
1314,7,77,77,77
1315,9,99,99,99
1316,8,88,88,88
1317,7,77,77,77
1318,9,99,99,99
1319,8,88,88,88
1320,7,77,77,77
1321,9,99,99,99
1322,8,88,88,88
1323,7,77,77,77
1324,9,99,99,99
1325,8,88,88,88
1326,7,77,77,77
1327,9,99,99,99
1328,8,88,88,88
1329,7,77,77,77
1330,9,99,99,99
1331,8,88,88,88
1332,7,77,77,77
1333,9,99,99,99
1334,8,88,88,88
1335,7,77,77,77
1336,9,99,99,99
1337,8,88,88,88
1338,7,77,77,77
1339,9,99,99,99
1340,8,88,88,88
1341,7,77,77,77
1342,9,99,99,99
1343,8,88,88,88
1344,7,77,77,77
1345,9,99,99,99
1346,8,88,88,88
1347,7,77,77,77
1348,9,99,99,99
1349,8,88,88,88
1350,7,77,77,77
1351,9,99,99,99
1352,8,88,88,88
1353,7,77,77,77
1354,9,99,99,99
1355,8,88,88,88
1356,7,77,77,77
1357,9,99,99,99
1358,8,88,88,88
1359,7,77,77,77
1360,9,99,99,99
1361,8,88,88,88
1362,7,77,77,77
1363,9,99,99,99
