Food Record Summary
2017-11-27,Expense,Food,ʳƷ,800,JPY
2017-11-27,Expense,Food,ʳƷ,318,JPY
2017-11-28,Expense,Food,ʳƷ,265,JPY
2017-11-28,Expense,Food,ʳƷ,540,JPY
2017-11-29,Expense,Food,ʳƷ,289,JPY
2017-11-29,Expense,Food,ʳƷ,800,JPY
2017-11-29,Expense,Food,ʳƷ,258,JPY
2017-11-30,Expense,Food,ʳƷ,1400,JPY
2017-11-30,Expense,Food,ʳƷ,800,JPY
2017-11-30,Expense,Food,ʳƷ,328,JPY
2017-12-01,Expense,Food,ʳƷ,1100,JPY
2017-12-02,Expense,Food,ʳƷ,3531,JPY
2017-12-03,Expense,Food,ʳƷ,432,JPY
2017-12-04,Expense,Food,ʳƷ,630,JPY
2017-12-04,Expense,Food,ʳƷ,830,JPY
2017-12-04,Expense,Food,ʳƷ,188,JPY
2017-12-05,Expense,Food,ʳƷ,432,JPY
2017-12-06,Expense,Food,ʳƷ,540,JPY
2017-12-06,Expense,Food,ʳƷ,150,JPY
2017-12-07,Expense,Food,ʳƷ,384,JPY
2017-12-07,Expense,Food,ʳƷ,850,JPY
2017-12-08,Expense,Food,ʳƷ,900,JPY
2017-12-08,Expense,Food,ʳƷ,346,JPY
2017-12-10,Expense,Food,ʳƷ,324,JPY
2017-12-10,Expense,Food,ʳƷ,2830,JPY
2017-12-10,Expense,Food,ʳƷ,8236,JPY
2017-12-10,Expense,Food,ʳƷ,557,JPY
2017-12-10,Expense,Food,ʳƷ,680,JPY
2017-12-10,Expense,Food,ʳƷ,250,JPY
2017-12-11,Expense,Food,ʳƷ,200,JPY
2017-12-11,Expense,Food,ʳƷ,540,JPY
2017-12-11,Expense,Food,ʳƷ,198,JPY
2017-12-12,Expense,Food,ʳƷ,260,JPY
2017-12-12,Expense,Food,ʳƷ,780,JPY
2017-12-12,Expense,Food,ʳƷ,188,JPY
2017-12-13,Expense,Food,ʳƷ,260,JPY
2017-12-13,Expense,Food,ʳƷ,540,JPY
2017-12-13,Expense,Food,ʳƷ,790,JPY
2017-12-14,Expense,Food,ʳƷ,260,JPY
2017-12-15,Expense,Food,ʳƷ,830,JPY
2017-12-15,Expense,Food,ʳƷ,460,JPY
2017-12-15,Expense,Food,ʳƷ,540,JPY
2017-12-16,Expense,Food,ʳƷ,3388,JPY
2017-12-17,Expense,Food,ʳƷ,2415,JPY
2017-12-17,Expense,Food,ʳƷ,9292,JPY
2017-12-18,Expense,Food,ʳƷ,249,JPY
2017-12-18,Expense,Food,ʳƷ,850,JPY
2017-12-18,Expense,Food,ʳƷ,273,JPY
2017-12-19,Expense,Food,ʳƷ,1090,JPY
2017-12-19,Expense,Food,ʳƷ,780,JPY
2017-12-19,Expense,Food,ʳƷ,490,JPY
2017-12-19,Expense,Food,ʳƷ,505,JPY
2017-12-20,Expense,Food,ʳƷ,590,JPY
2017-12-20,Expense,Food,ʳƷ,830,JPY
2017-12-20,Expense,Food,ʳƷ,188,JPY
2017-12-21,Expense,Food,ʳƷ,288,JPY
2017-12-22,Expense,Food,ʳƷ,790,JPY
2017-12-22,Expense,Food,ʳƷ,800,JPY
2017-12-24,Expense,Food,ʳƷ,5743,JPY
2017-12-24,Expense,Food,ʳƷ,890,JPY
2017-12-24,Expense,Food,ʳƷ,756,JPY
2017-12-25,Expense,Food,ʳƷ,690,JPY
2017-12-25,Expense,Food,ʳƷ,680,JPY
2017-12-26,Expense,Food,ʳƷ,680,JPY
2017-12-26,Expense,Food,ʳƷ,198,JPY
2017-12-26,Expense,Food,ʳƷ,324,JPY
2017-12-26,Expense,Food,ʳƷ,900,JPY
2017-12-27,Expense,Food,ʳƷ,540,JPY
2017-12-27,Expense,Food,ʳƷ,258,JPY
2017-12-28,Expense,Food,ʳƷ,830,JPY
2017-12-28,Expense,Food,ʳƷ,355,JPY
2017-12-29,Expense,Food,ʳƷ,2223,JPY
